pclass,survived,age,sibsp,parch,fare,family_size,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
1,1,0.44885154440565533,0.0,0.0,0.2647385704347907,1,1,0,1,0,0
2,0,0.3736949368246083,0.125,0.0,0.04684488020593009,2,0,1,1,0,0
2,1,0.3486427342975926,0.125,0.0,0.04684488020593009,2,1,0,1,0,0
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.02244650509867483,1,0,1,0,0,1
2,0,0.3110644305070691,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.42379934187863966,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.44885154440565533,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.7118996709393199,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.02244650509867483,1,0,1,0,0,1
2,0,0.28601222798005344,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.44885154440565533,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.6367430633582729,0.0,0.0,0.024447171857469766,1,0,1,0,0,1
2,1,0.398747139351624,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.23590782292602214,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,1,0.010438000182881157,0.24999999999999997,0.11111111111111109,0.07612293033463641,4,0,1,0,0,1
2,1,0.04801630397340462,0.24999999999999997,0.11111111111111109,0.07612293033463641,4,1,0,0,0,1
2,1,0.14822511408146727,0.24999999999999997,0.11111111111111109,0.07612293033463641,4,1,0,0,0,1
2,1,0.44885154440565533,0.0,0.3333333333333333,0.07612293033463641,4,1,0,0,0,1
2,1,0.42379934187863966,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.23590782292602214,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.28601222798005344,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.32359053177057695,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.5240081519867024,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3361166330340848,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.2985383292435613,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,1,0.18580341787199078,0.0,0.2222222222222222,0.07612293033463641,3,1,0,0,0,1
2,0,0.7494779747298433,0.125,0.11111111111111109,0.07612293033463641,3,0,1,0,0,1
2,1,0.4989559494596867,0.125,0.11111111111111109,0.07612293033463641,3,1,0,0,0,1
2,1,0.24843392418952998,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.3110644305070691,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.44885154440565533,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.3110644305070691,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.5240081519867024,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.5240081519867024,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,1,0.008349899102254366,0.0,0.2222222222222222,0.056604230248832196,3,0,1,0,0,1
2,1,0.32359053177057695,0.125,0.11111111111111109,0.056604230248832196,3,0,1,0,0,1
2,1,0.27348612671654565,0.125,0.11111111111111109,0.056604230248832196,3,1,0,0,0,1
2,1,0.4363254431421475,0.0,0.0,0.04098927018018883,1,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,0,0.23590782292602214,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.549060354513718,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.6743213671487964,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,0,0.6492691646217807,0.0,0.0,0.026350245115835676,1,0,1,0,0,1
2,0,0.46137764566916317,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,0,0.36116883556110047,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,1,0.3110644305070691,0.125,0.11111111111111109,0.05855610025741262,3,1,0,0,0,1
2,1,0.5615864557772259,0.0,0.2222222222222222,0.05855610025741262,3,1,0,0,0,1
2,0,0.36116883556110047,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.3486427342975926,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.36116883556110047,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.2985383292435613,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.09812070902743592,0.0,0.2222222222222222,0.05123658772523604,3,1,0,0,0,1
2,0,0.38622103808811614,0.125,0.11111111111111109,0.05123658772523604,3,0,1,0,0,1
2,1,0.38622103808811614,0.125,0.11111111111111109,0.05123658772523604,3,1,0,0,0,1
2,1,0.27348612671654565,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.04098927018018883,1,1,0,0,0,1
2,0,0.2609600254530378,0.0,0.0,0.02244650509867483,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,1,0.09812070902743592,0.125,0.11111111111111109,0.07173122281533045,3,0,1,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.1434624456306609,1,0,1,0,0,1
2,1,0.5991647595677494,0.0,0.2222222222222222,0.07173122281533045,3,1,0,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.398747139351624,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.21085562039900646,0.0,0.0,0.1434624456306609,1,0,1,0,0,1
2,0,0.36116883556110047,0.125,0.0,0.05410739813385612,2,0,1,1,0,0
2,1,0.2985383292435613,0.125,0.0,0.05410739813385612,2,1,0,1,0,0
2,0,0.3110644305070691,0.0,0.0,0.061483905270283246,1,0,1,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.1434624456306609,1,0,1,0,0,1
2,1,0.2233817216625143,0.0,0.11111111111111109,0.044893010197349675,2,1,0,0,0,1
2,1,0.42379934187863966,0.0,0.11111111111111109,0.044893010197349675,2,1,0,0,0,1
2,0,0.6743213671487964,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,1,0.09812070902743592,0.0,0.2222222222222222,0.06343577527886367,3,0,1,0,0,1
2,0,0.5240081519867024,0.125,0.11111111111111109,0.06343577527886367,3,0,1,0,0,1
2,1,0.42379934187863966,0.125,0.11111111111111109,0.06343577527886367,3,1,0,0,0,1
2,1,0.3361166330340848,0.125,0.0,0.027049600139910042,2,1,0,1,0,0
2,1,0.3736949368246083,0.125,0.0,0.027049600139910042,2,1,0,1,0,0
2,0,0.28601222798005344,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.2609600254530378,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.4989559494596867,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.36116883556110047,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.2233817216625143,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.44885154440565533,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,0,0.473903746932671,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.4363254431421475,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,0,0.473903746932671,0.125,0.0,0.04098927018018883,2,0,1,0,0,1
2,0,0.42379934187863966,0.125,0.0,0.04098927018018883,2,0,1,0,0,1
2,1,0.42379934187863966,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.19832951913549865,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,0,0.32359053177057695,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.5866386583042416,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.2609600254530378,0.125,0.0,0.02244650509867483,2,0,1,0,0,1
2,0,0.2609600254530378,0.125,0.0,0.02244650509867483,2,0,1,0,0,1
2,0,0.2985383292435613,0.0,0.0,0.026350245115835676,1,0,1,0,0,1
2,0,0.2985383292435613,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.42379934187863966,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.6492691646217807,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.006263050631753919,0.125,0.11111111111111109,0.02830211512441609,3,0,1,0,0,1
2,1,0.2985383292435613,0.0,0.2222222222222222,0.02830211512441609,3,1,0,0,0,1
2,0,0.549060354513718,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.0730685065004203,0.0,0.11111111111111109,0.06441171028315387,2,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.11111111111111109,0.06441171028315387,2,0,1,0,0,1
2,1,0.7745301772568589,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3736949368246083,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.08559460776392813,0.0,0.2222222222222222,0.05123658772523604,3,1,0,0,0,1
2,0,0.5365342532502102,0.125,0.11111111111111109,0.05123658772523604,3,0,1,0,0,1
2,1,0.5615864557772259,0.125,0.11111111111111109,0.05123658772523604,3,1,0,0,0,1
2,1,0.2985383292435613,0.125,0.2222222222222222,0.12687155055772734,4,1,0,0,0,1
2,1,0.2985383292435613,0.125,0.2222222222222222,0.12687155055772734,4,1,0,0,0,1
2,0,0.6116908608312571,0.125,0.2222222222222222,0.12687155055772734,4,0,1,0,0,1
2,1,0.5991647595677494,0.125,0.2222222222222222,0.12687155055772734,4,1,0,0,0,1
2,1,0.6868474684123042,0.0,0.0,0.031229920137286725,1,1,0,0,0,1
2,0,0.2985383292435613,0.24999999999999997,0.0,0.1434624456306609,3,0,1,0,0,1
2,0,0.398747139351624,0.24999999999999997,0.0,0.1434624456306609,3,0,1,0,0,1
2,0,0.2609600254530378,0.24999999999999997,0.0,0.1434624456306609,3,0,1,0,0,1
2,0,0.2233817216625143,0.125,0.11111111111111109,0.025374310111545464,3,1,0,0,0,1
2,1,0.24843392418952998,0.24999999999999997,0.11111111111111109,0.044893010197349675,4,1,0,0,0,1
2,0,0.28601222798005344,0.24999999999999997,0.11111111111111109,0.02244650509867483,4,0,1,0,0,1
2,0,0.44885154440565533,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.6743213671487964,0.125,0.3333333333333333,0.044893010197349675,5,1,0,0,0,1
2,0,0.6242169620947651,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.549060354513718,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.36116883556110047,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.2609600254530378,0.0,0.0,0.1434624456306609,1,0,1,0,0,1
2,1,0.5240081519867024,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.7870562785203667,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,0,0.7494779747298433,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.4112732406151318,0.0,0.0,0.023959204355324663,1,0,1,0,0,1
2,1,0.21085562039900646,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.5240081519867024,0.125,0.0,0.05270049023167135,2,0,1,0,0,1
2,1,0.2985383292435613,0.24999999999999997,0.11111111111111109,0.05270049023167135,4,1,0,0,0,1
2,0,0.5866386583042416,0.0,0.0,0.029278050128706302,1,0,1,0,0,1
2,0,0.2985383292435613,0.24999999999999997,0.0,0.061483905270283246,3,0,1,0,0,1
2,0,0.27348612671654565,0.24999999999999997,0.0,0.061483905270283246,3,0,1,0,0,1
2,0,0.398747139351624,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.28601222798005344,0.0,0.0,0.02691960559733858,1,1,0,1,0,0
2,0,0.42379934187863966,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.2985383292435613,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.27348612671654565,0.0,0.0,0.04098927018018883,1,1,0,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.024105594605968193,1,1,0,0,1,0
2,0,0.4363254431421475,0.0,0.0,0.024105594605968193,1,0,1,0,1,0
2,1,0.5615864557772259,0.0,0.0,0.026350245115835676,1,1,0,0,0,1
2,0,0.7118996709393199,0.0,0.0,0.024105594605968193,1,0,1,0,1,0
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,0,0.38622103808811614,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.32359053177057695,0.125,0.11111111111111109,0.05074862022309093,3,1,0,0,0,1
2,0,0.3736949368246083,0.125,0.11111111111111109,0.05074862022309093,3,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.020901209612881715,1,0,1,0,1,0
2,1,0.010438000182881157,0.125,0.2222222222222222,0.08115719346076702,4,1,0,1,0,0
2,1,0.03549020270989678,0.125,0.2222222222222222,0.08115719346076702,4,1,0,1,0,0
2,0,0.3110644305070691,0.125,0.2222222222222222,0.08115719346076702,4,0,1,1,0,0
2,1,0.27348612671654565,0.125,0.2222222222222222,0.08115719346076702,4,1,0,1,0,0
2,1,0.21085562039900646,0.0,0.0,0.023422440102965042,1,1,0,1,0,0
2,1,0.3486427342975926,0.0,0.0,0.06441171028315387,1,1,0,0,0,1
2,1,0.42379934187863966,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.44885154440565533,0.0,0.0,0.025130326360472917,1,0,1,1,0,0
2,0,0.2985383292435613,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.7620040759933512,0.0,0.0,0.024105594605968193,1,0,1,0,1,0
2,0,0.6242169620947651,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.5240081519867024,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,0,0.7118996709393199,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.02936744577509929,1,0,1,1,0,0
2,1,0.010438000182881157,0.0,0.2222222222222222,0.07222738817151159,3,0,1,1,0,0
2,0,0.38622103808811614,0.125,0.11111111111111109,0.07222738817151159,3,0,1,1,0,0
2,1,0.2985383292435613,0.125,0.11111111111111109,0.07222738817151159,3,1,0,1,0,0
2,0,0.3486427342975926,0.0,0.0,0.03040857323767609,1,0,1,1,0,0
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.4989559494596867,0.0,0.0,0.031229920137286725,1,0,1,0,0,1
2,0,0.398747139351624,0.0,0.0,0.026350245115835676,1,0,1,0,0,1
2,0,0.3736949368246083,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.5741125570407337,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,1,0.16075121534497513,0.0,0.11111111111111109,0.038061465167318204,2,1,0,0,0,1
2,1,0.5114820507231945,0.0,0.11111111111111109,0.038061465167318204,2,1,0,0,0,1
2,1,0.23590782292602214,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.48642984819617885,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.5991647595677494,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.8747389873649216,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3361166330340848,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.6743213671487964,0.0,0.0,0.02732618012012588,1,0,1,0,0,1
2,0,0.48642984819617885,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,0,0.19832951913549865,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.7745301772568589,0.0,0.0,0.018908740708122825,1,0,1,0,1,0
2,0,0.4050101899833779,0.125,0.0,0.058694292654020104,2,0,1,1,0,0
2,1,0.17327731660848295,0.125,0.0,0.058694292654020104,2,1,0,1,0,0
2,1,0.02296410144638894,0.125,0.11111111111111109,0.05074862022309093,3,0,1,0,0,1
2,1,0.03549020270989678,0.125,0.11111111111111109,0.05074862022309093,3,0,1,0,0,1
2,0,0.45511459503740925,0.0,0.2222222222222222,0.05074862022309093,3,0,1,0,0,1
2,0,0.32359053177057695,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.23590782292602214,0.125,0.11111111111111109,0.07173122281533045,3,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.026350245115835676,1,0,1,0,0,1
2,1,0.24843392418952998,0.0,0.0,0.02705779799394608,1,0,1,1,0,0
2,1,0.36116883556110047,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.48642984819617885,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.27348612671654565,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.02705779799394608,1,0,1,1,0,0
2,0,0.28601222798005344,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.36116883556110047,0.0,0.0,0.027049600139910042,1,0,1,1,0,0
2,0,0.3486427342975926,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,1,0.6242169620947651,0.0,0.11111111111111109,0.05074862022309093,2,1,0,0,0,1
2,0,0.23590782292602214,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.029375643629135327,1,0,1,1,0,0
2,0,0.5114820507231945,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.2609600254530378,0.0,0.11111111111111109,0.04098927018018883,2,1,0,0,0,1
2,1,0.23590782292602214,0.0,0.0,0.05074862022309093,1,1,0,0,0,1
2,0,0.5365342532502102,0.0,0.11111111111111109,0.04098927018018883,2,0,1,0,0,1
2,1,0.398747139351624,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.42379934187863966,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.3736949368246083,0.0,0.0,0.02486194423429311,1,0,1,1,0,0
2,0,0.3361166330340848,0.0,0.0,0.029343047399992037,1,0,1,1,0,0
2,1,0.02296410144638894,0.125,0.11111111111111109,0.05074862022309093,3,1,0,0,0,1
2,1,0.09812070902743592,0.125,0.11111111111111109,0.05074862022309093,3,1,0,0,0,1
2,1,0.4112732406151318,0.0,0.2222222222222222,0.05074862022309093,3,1,0,0,0,1
2,0,0.44885154440565533,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.42379934187863966,0.125,0.0,0.04098927018018883,2,0,1,0,0,1
2,1,0.3736949368246083,0.375,0.0,0.04098927018018883,4,1,0,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.28601222798005344,0.0,0.0,0.02936744577509929,1,0,1,1,0,0
2,1,0.008349899102254366,0.125,0.11111111111111109,0.03659756266088288,3,0,1,0,0,1
2,1,0.03549020270989678,0.125,0.11111111111111109,0.03659756266088288,3,0,1,0,0,1
2,1,0.2985383292435613,0.24999999999999997,0.3333333333333333,0.03659756266088288,6,1,0,0,0,1
2,1,0.6242169620947651,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.23590782292602214,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.2609600254530378,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.32359053177057695,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3110644305070691,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.3361166330340848,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
2,1,0.3110644305070691,0.0,0.11111111111111109,0.05074862022309093,2,1,0,0,0,1
2,1,0.2233817216625143,0.0,0.2222222222222222,0.025374310111545464,3,1,0,0,0,1
2,1,0.24843392418952998,0.0,0.0,0.07173122281533045,1,1,0,0,0,1
2,1,0.3736949368246083,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.7369518734663355,0.0,0.0,0.026350245115835676,1,0,1,0,0,1
2,1,0.3736949368246083,0.0,0.0,0.024105594605968193,1,1,0,0,1,0
2,0,0.4363254431421475,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,1,0.4989559494596867,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.3110644305070691,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.5114820507231945,0.0,0.0,0.02936744577509929,1,0,1,1,0,0
2,0,0.3110644305070691,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.22964477229426822,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,0,0.17327731660848295,0.0,0.0,0.12687155055772734,1,0,1,0,0,1
2,1,0.6242169620947651,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.28601222798005344,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.024691155608542313,1,1,0,0,0,1
2,1,0.3361166330340848,0.0,0.0,0.020494635090094408,1,1,0,0,0,1
2,0,0.36116883556110047,0.125,0.0,0.04098927018018883,2,0,1,0,0,1
2,0,0.3361166330340848,0.125,0.0,0.04098927018018883,2,1,0,0,0,1
2,0,0.4989559494596867,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.38622103808811614,0.0,0.0,0.04098927018018883,1,1,0,0,0,1
2,0,0.3736949368246083,0.125,0.0,0.04098927018018883,2,0,1,0,0,1
2,0,0.28601222798005344,0.125,0.0,0.020494635090094408,2,0,1,0,0,1
2,1,0.38622103808811614,0.0,0.0,0.04098927018018883,1,1,0,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
2,1,0.14822511408146727,0.0,0.0,0.030741952635141623,1,1,0,0,0,1
2,1,0.4989559494596867,0.0,0.0,0.030741952635141623,1,1,0,0,0,1
2,1,0.4050101899833779,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
2,0,0.3361166330340848,0.125,0.0,0.05074862022309093,2,0,1,0,0,1
2,1,0.36116883556110047,0.125,0.0,0.05074862022309093,2,1,0,0,0,1
2,1,0.02296410144638894,0.125,0.11111111111111109,0.044893010197349675,3,0,1,0,0,1
2,1,0.04801630397340462,0.125,0.11111111111111109,0.044893010197349675,3,1,0,0,0,1
2,1,0.36116883556110047,0.0,0.2222222222222222,0.044893010197349675,3,1,0,0,0,1
2,1,0.009394575947630879,0.125,0.2222222222222222,0.05416439273810667,4,1,0,0,0,1
2,1,0.0605424052369124,0.125,0.2222222222222222,0.05416439273810667,4,1,0,0,0,1
2,0,0.44885154440565533,0.125,0.2222222222222222,0.05416439273810667,4,0,1,0,0,1
2,1,0.4112732406151318,0.125,0.2222222222222222,0.05416439273810667,4,1,0,0,0,1
2,0,0.8246345823108903,0.0,0.0,0.020494635090094408,1,0,1,0,0,1
2,0,0.3486427342975926,0.0,0.0,0.025130326360472917,1,0,1,0,0,1
2,1,0.38622103808811614,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.3486427342975926,0.0,0.0,0.025374310111545464,1,0,1,0,0,1
2,1,0.32359053177057695,0.0,0.0,0.026350245115835676,1,1,0,0,0,1
2,0,0.2985383292435613,0.0,0.0,0.025374310111545464,1,1,0,0,0,1
3,0,0.5240081519867024,0.0,0.0,0.014736618564782172,1,0,1,0,0,1
3,0,0.16075121534497513,0.0,0.2222222222222222,0.03952536767375352,3,0,1,0,0,1
3,0,0.19832951913549865,0.125,0.11111111111111109,0.03952536767375352,3,0,1,0,0,1
3,1,0.4363254431421475,0.125,0.11111111111111109,0.03952536767375352,3,1,0,0,0,1
3,1,0.19832951913549865,0.0,0.0,0.014931805565640215,1,1,0,0,0,1
3,1,0.3110644305070691,0.0,0.0,0.014931805565640215,1,0,1,0,0,1
3,1,0.24843392418952998,0.0,0.0,0.015468569817999829,1,0,1,0,0,1
3,1,0.2233817216625143,0.0,0.0,0.014110458666029571,1,1,0,1,0,0
3,0,0.3736949368246083,0.0,0.0,0.014151057562208039,1,0,1,0,0,1
3,0,0.32359053177057695,0.0,0.0,0.015712553569072384,1,0,1,0,0,1
3,0,0.4989559494596867,0.125,0.0,0.018493968331299487,2,1,0,0,0,1
3,1,0.008349899102254366,0.0,0.11111111111111109,0.018249984580226933,2,0,1,0,0,1
3,1,0.2233817216625143,0.0,0.11111111111111109,0.018249984580226933,2,1,0,0,0,1
3,1,0.32359053177057695,0.0,0.0,0.036670757786204655,1,0,1,1,0,0
3,0,0.32359053177057695,0.0,0.0,0.015395374692678064,1,0,1,0,0,1
3,0,0.24843392418952998,0.0,0.0,0.015468569817999829,1,0,1,0,0,1
3,0,0.2985383292435613,0.0,0.0,0.013760683560491968,1,0,1,0,0,1
3,0,0.3110644305070691,0.0,0.0,0.013760683560491968,1,0,1,0,0,1
3,0,0.4363254431421475,0.0,0.0,0.015712553569072384,1,0,1,0,0,1
3,0,0.2233817216625143,0.0,0.0,0.016200521071217486,1,0,1,0,0,1
3,0,0.398747139351624,0.0,0.0,0.04396587194327397,1,0,1,0,0,1
3,1,0.23590782292602214,0.125,0.0,0.015330377421392337,2,1,0,0,0,1
3,0,0.04801630397340462,0.5,0.2222222222222222,0.06104473451835265,7,0,1,0,0,1
3,0,0.0730685065004203,0.5,0.2222222222222222,0.06104473451835265,7,1,0,0,0,1
3,0,0.02296410144638894,0.5,0.2222222222222222,0.06104473451835265,7,1,0,0,0,1
3,1,0.21085562039900646,0.5,0.2222222222222222,0.015468569817999829,7,1,0,0,0,1
3,0,0.473903746932671,0.5,0.2222222222222222,0.015175789316712762,7,1,0,0,0,1
3,0,0.11064681029094381,0.5,0.2222222222222222,0.06104473451835265,7,1,0,0,0,1
3,0,0.13569901281795946,0.5,0.2222222222222222,0.06104473451835265,7,1,0,0,0,1
3,0,0.48642984819617885,0.125,0.5555555555555555,0.06104473451835265,7,0,1,0,0,1
3,1,0.3361166330340848,0.0,0.0,0.015216388212891244,1,0,1,0,0,1
3,0,0.32359053177057695,0.0,0.0,0.015175789316712762,1,0,1,0,0,1
3,0,0.48642984819617885,0.125,0.5555555555555555,0.06104473451835265,7,1,0,0,0,1
3,0,0.24843392418952998,0.0,0.0,0.015330377421392337,1,0,1,0,0,1
3,0,0.32359053177057695,0.0,0.0,0.015411575213749286,1,0,1,0,0,1
3,0,0.3110644305070691,0.125,0.0,0.03474328615273149,2,0,1,0,0,1
3,0,0.2233817216625143,0.125,0.0,0.03474328615273149,2,1,0,0,0,1
3,0,0.2985383292435613,0.0,0.0,0.015175789316712762,1,0,1,0,0,1
3,0,0.4363254431421475,0.0,0.0,0.013760683560491968,1,0,1,0,0,1
3,0,0.0605424052369124,0.5,0.2222222222222222,0.06126431989431795,7,0,1,0,0,1
3,0,0.11064681029094381,0.5,0.2222222222222222,0.06126431989431795,7,0,1,0,0,1
3,1,0.03549020270989678,0.5,0.2222222222222222,0.06126431989431795,7,0,1,0,0,1
3,0,0.16075121534497513,0.5,0.2222222222222222,0.06126431989431795,7,0,1,0,0,1
